0,40,354.15,850.18,525.88,1046.55,1,-1,-1,-1
0,39,358.30,849.35,530.28,1049.78,1,-1,-1,-1
0,38,739.07,316.73,839.63,489.28,1,-1,-1,-1
0,37,511.74,331.34,652.46,447.12,1,-1,-1,-1
0,36,765.83,580.68,910.08,721.10,1,-1,-1,-1
0,35,865.86,540.11,1028.15,657.21,1,-1,-1,-1
0,34,693.90,489.51,788.28,600.70,1,-1,-1,-1
0,33,692.92,491.50,786.18,604.27,1,-1,-1,-1
0,32,743.90,326.73,842.69,483.87,1,-1,-1,-1
0,31,341.03,239.05,485.37,383.28,1,-1,-1,-1
0,30,1025.36,568.01,1079.38,624.38,1,-1,-1,-1
0,29,1655.27,142.60,1721.79,169.86,1,-1,-1,-1
0,28,865.60,427.61,921.04,472.24,1,-1,-1,-1
0,27,1597.86,112.91,1629.45,137.86,1,-1,-1,-1
0,26,1605.24,101.05,1632.08,125.95,1,-1,-1,-1
0,25,888.62,444.04,977.51,517.99,1,-1,-1,-1
0,24,402.91,299.85,481.82,383.34,1,-1,-1,-1
0,23,1640.00,88.66,1662.54,112.24,1,-1,-1,-1
0,22,1651.70,146.83,1683.26,170.24,1,-1,-1,-1
0,21,1612.75,71.77,1650.03,94.21,1,-1,-1,-1
0,20,1595.45,88.35,1622.72,110.26,1,-1,-1,-1
0,19,595.03,294.40,670.77,339.96,1,-1,-1,-1
0,18,692.61,490.51,788.91,603.10,1,-1,-1,-1
0,17,854.87,343.18,922.30,436.95,1,-1,-1,-1
0,16,358.94,852.79,523.80,1048.40,1,-1,-1,-1
0,15,888.09,448.85,1010.87,547.83,1,-1,-1,-1
0,14,854.21,292.43,926.73,346.50,1,-1,-1,-1
0,13,1644.97,94.90,1669.01,117.09,1,-1,-1,-1
0,12,780.61,471.79,882.80,562.33,1,-1,-1,-1
0,11,515.97,335.46,652.78,439.87,1,-1,-1,-1
0,10,1602.32,92.84,1630.91,115.71,1,-1,-1,-1
0,9,451.79,302.34,511.14,351.94,1,-1,-1,-1
0,8,1594.79,123.30,1620.44,143.61,1,-1,-1,-1
0,7,763.91,583.74,910.71,715.91,1,-1,-1,-1
0,6,988.15,233.54,1057.58,277.28,1,-1,-1,-1
0,5,1178.25,158.73,1211.35,185.58,1,-1,-1,-1
0,4,866.23,532.96,1028.05,661.87,1,-1,-1,-1
0,3,978.75,432.74,1108.36,522.08,1,-1,-1,-1
0,2,914.27,268.20,979.93,316.77,1,-1,-1,-1
0,1,1129.73,186.57,1175.72,223.13,1,-1,-1,-1
1,41,443.75,279.74,513.09,351.31,1,-1,-1,-1
1,40,354.15,850.18,525.88,1046.55,1,-1,-1,-1
1,39,358.30,849.35,530.28,1049.78,1,-1,-1,-1
1,38,738.89,316.62,839.55,489.19,1,-1,-1,-1
1,37,497.92,333.49,644.89,457.70,1,-1,-1,-1
1,36,765.83,580.68,910.08,721.10,1,-1,-1,-1
1,35,862.45,538.05,1027.62,659.93,1,-1,-1,-1
1,34,693.89,489.52,788.28,600.69,1,-1,-1,-1
1,33,692.91,491.47,786.27,604.32,1,-1,-1,-1
1,32,743.84,326.80,842.68,483.89,1,-1,-1,-1
1,31,340.82,238.93,485.31,383.05,1,-1,-1,-1
1,30,1030.49,560.08,1080.07,617.18,1,-1,-1,-1
1,28,865.59,427.59,921.05,472.24,1,-1,-1,-1
1,26,1605.46,100.78,1631.97,125.13,1,-1,-1,-1
1,25,888.63,444.02,976.72,517.36,1,-1,-1,-1
1,24,401.90,298.49,482.21,383.22,1,-1,-1,-1
1,23,1640.06,88.89,1662.74,112.42,1,-1,-1,-1
1,22,1651.66,146.88,1683.14,170.24,1,-1,-1,-1
1,21,1613.71,73.48,1649.12,94.98,1,-1,-1,-1
1,20,1599.15,87.21,1628.20,108.38,1,-1,-1,-1
1,19,595.31,293.85,671.69,341.45,1,-1,-1,-1
1,18,692.62,490.49,788.94,603.09,1,-1,-1,-1
1,17,854.86,343.18,922.30,436.97,1,-1,-1,-1
1,16,358.94,852.79,523.80,1048.40,1,-1,-1,-1
1,15,889.86,450.12,1012.79,548.45,1,-1,-1,-1
1,14,854.21,292.43,926.73,346.50,1,-1,-1,-1
1,13,1644.84,95.02,1668.93,117.09,1,-1,-1,-1
1,12,780.61,471.79,882.80,562.33,1,-1,-1,-1
1,11,498.48,341.35,641.47,456.53,1,-1,-1,-1
1,10,1602.86,92.74,1631.16,115.55,1,-1,-1,-1
1,9,456.78,307.44,510.48,351.98,1,-1,-1,-1
1,8,1594.78,123.46,1620.27,143.65,1,-1,-1,-1
1,7,763.75,583.77,910.69,715.98,1,-1,-1,-1
1,6,988.16,233.53,1057.60,277.28,1,-1,-1,-1
1,5,1178.39,160.67,1210.80,186.62,1,-1,-1,-1
1,4,866.48,533.05,1029.05,661.57,1,-1,-1,-1
1,3,978.71,432.70,1108.35,522.00,1,-1,-1,-1
1,2,914.27,268.20,979.93,316.77,1,-1,-1,-1
1,1,1129.03,186.48,1175.26,222.78,1,-1,-1,-1
2,41,445.02,280.02,513.27,351.12,1,-1,-1,-1
2,40,354.15,850.18,525.88,1046.55,1,-1,-1,-1
2,39,358.30,849.35,530.28,1049.78,1,-1,-1,-1
2,38,738.89,316.69,839.60,489.27,1,-1,-1,-1
2,37,487.29,337.25,641.23,467.02,1,-1,-1,-1
2,36,765.83,580.68,910.09,721.10,1,-1,-1,-1
2,35,865.67,539.07,1028.64,658.18,1,-1,-1,-1
2,34,693.89,489.54,788.26,600.67,1,-1,-1,-1
2,33,692.90,491.46,786.30,604.34,1,-1,-1,-1
2,32,743.83,326.83,842.68,483.88,1,-1,-1,-1
2,31,341.35,239.45,485.35,382.73,1,-1,-1,-1
2,30,1029.36,564.16,1081.41,622.10,1,-1,-1,-1
2,28,865.59,427.59,921.04,472.24,1,-1,-1,-1
2,26,1605.68,100.88,1632.01,125.08,1,-1,-1,-1
2,25,888.76,444.07,977.33,517.69,1,-1,-1,-1
2,24,414.20,314.06,483.37,387.09,1,-1,-1,-1
2,23,1639.81,88.94,1662.99,112.70,1,-1,-1,-1
2,22,1651.67,146.87,1683.20,170.28,1,-1,-1,-1
2,21,1612.26,74.00,1648.00,95.39,1,-1,-1,-1
2,20,1598.03,86.01,1627.75,107.44,1,-1,-1,-1
2,19,594.57,294.52,671.84,344.12,1,-1,-1,-1
2,18,692.62,490.49,788.95,603.08,1,-1,-1,-1
2,17,854.86,343.18,922.30,436.97,1,-1,-1,-1
2,16,358.94,852.79,523.80,1048.40,1,-1,-1,-1
2,15,889.56,450.03,1013.05,548.33,1,-1,-1,-1
2,14,854.21,292.43,926.73,346.50,1,-1,-1,-1
2,13,1644.71,95.11,1668.98,117.15,1,-1,-1,-1
2,12,780.61,471.79,882.80,562.33,1,-1,-1,-1
2,11,490.19,340.06,641.68,463.73,1,-1,-1,-1
2,10,1603.55,92.46,1631.16,115.38,1,-1,-1,-1
2,9,457.27,307.74,510.18,351.61,1,-1,-1,-1
2,8,1594.66,123.49,1620.15,143.67,1,-1,-1,-1
